Entry	Entry Name	Gene Names	Protein names	GeneID	Organism
Q96GE5	ZN799_HUMAN	ZNF799 ZNF842	Zinc finger protein 799 (Zinc finger protein 842)	90576;	Homo sapiens (Human)
Q6ZN11	ZN793_HUMAN	ZNF793	Zinc finger protein 793	390927;	Homo sapiens (Human)
Q3KQV3	ZN792_HUMAN	ZNF792	Zinc finger protein 792	126375;	Homo sapiens (Human)
Q3KP31	ZN791_HUMAN	ZNF791	Zinc finger protein 791	163049;	Homo sapiens (Human)
Q6PG37	ZN790_HUMAN	ZNF790	Zinc finger protein 790	388536;	Homo sapiens (Human)
Q5FWF6	ZN789_HUMAN	ZNF789	Zinc finger protein 789	285989;	Homo sapiens (Human)
Q6ZQV5	ZN788_HUMAN	ZNF788P ZNF788	Putative KRAB domain-containing protein ZNF788 (Zinc finger family member 788, pseudogene)	388507;	Homo sapiens (Human)
Q6DD87	ZN787_HUMAN	ZNF787	Zinc finger protein 787 (TTF-I-interacting peptide 20)	126208;	Homo sapiens (Human)
Q8N393	ZN786_HUMAN	ZNF786	Zinc finger protein 786	136051;	Homo sapiens (Human)
A8K8V0	ZN785_HUMAN	ZNF785	Zinc finger protein 785	146540;	Homo sapiens (Human)
Q8NCA9	ZN784_HUMAN	ZNF784	Zinc finger protein 784	147808;	Homo sapiens (Human)
Q6ZMS7	ZN783_HUMAN	ZNF783	Zinc finger protein 783	100289678;	Homo sapiens (Human)
Q6ZMW2	ZN782_HUMAN	ZNF782	Zinc finger protein 782	158431;	Homo sapiens (Human)
Q8N8C0	ZN781_HUMAN	ZNF781	Zinc finger protein 781	163115;	Homo sapiens (Human)
Q96MU6	ZN778_HUMAN	ZNF778	Zinc finger protein 778	197320;	Homo sapiens (Human)
Q9ULD5	ZN777_HUMAN	ZNF777 KIAA1285	Zinc finger protein 777	27153;	Homo sapiens (Human)
Q68DI1	ZN776_HUMAN	ZNF776	Zinc finger protein 776	284309;	Homo sapiens (Human)
Q96BV0	ZN775_HUMAN	ZNF775	Zinc finger protein 775	285971;	Homo sapiens (Human)
Q6NX45	ZN774_HUMAN	ZNF774	Zinc finger protein 774	342132;	Homo sapiens (Human)
Q6PK81	ZN773_HUMAN	ZNF773 ZNF419B	Zinc finger protein 773 (Zinc finger protein 419B)	374928;	Homo sapiens (Human)
Q68DY9	ZN772_HUMAN	ZNF772	Zinc finger protein 772	400720;	Homo sapiens (Human)
Q7L3S4	ZN771_HUMAN	ZNF771	Zinc finger protein 771 (Mesenchymal stem cell protein DSC43)	51333;	Homo sapiens (Human)
Q6IQ21	ZN770_HUMAN	ZNF770	Zinc finger protein 770	54989;	Homo sapiens (Human)
Q9H5H4	ZN768_HUMAN	ZNF768	Zinc finger protein 768	79724;	Homo sapiens (Human)
Q75MW2	ZN767_HUMAN	ZNF767P ZNF767	Protein ZNF767 (Zinc finger protein 767 pseudogene)		Homo sapiens (Human)
Q5HY98	ZN766_HUMAN	ZNF766	Zinc finger protein 766	90321;	Homo sapiens (Human)
Q7L2R6	ZN765_HUMAN	ZNF765	Zinc finger protein 765	91661;	Homo sapiens (Human)
Q96H86	ZN764_HUMAN	ZNF764	Zinc finger protein 764	92595;	Homo sapiens (Human)
Q0D2J5	ZN763_HUMAN	ZNF763	Zinc finger protein 763	284390;	Homo sapiens (Human)
Q86XN6	ZN761_HUMAN	ZNF761 KIAA2033	Zinc finger protein 761	388561;	Homo sapiens (Human)
P51815	ZN75D_HUMAN	ZNF75D ZNF75 ZNF82	Zinc finger protein 75D (Zinc finger protein 75) (Zinc finger protein 82)	7626;	Homo sapiens (Human)
Q92670	ZN75C_HUMAN	ZNF75CP ZNF75C	Putative zinc finger protein 75C (Zinc finger protein 75C pseudogene)		Homo sapiens (Human)
Q96N20	ZN75A_HUMAN	ZNF75A	Zinc finger protein 75A	7627;	Homo sapiens (Human)
Q32MQ0	ZN750_HUMAN	ZNF750	Zinc finger protein 750	79755;	Homo sapiens (Human)
O43361	ZN749_HUMAN	ZNF749	Zinc finger protein 749	388567;	Homo sapiens (Human)
Q9BV97	ZN747_HUMAN	ZNF747	Zinc finger protein 747	65988;	Homo sapiens (Human)
Q6NUN9	ZN746_HUMAN	ZNF746 PARIS	Zinc finger protein 746 (Parkin-interacting substrate) (PARIS)	155061;	Homo sapiens (Human)
Q8NDX6	ZN740_HUMAN	ZNF740 TB7	Zinc finger protein 740 (OriLyt TD-element-binding protein 7)	283337;	Homo sapiens (Human)
Q8NE65	ZN738_HUMAN	ZNF738	Zinc finger protein 738		Homo sapiens (Human)
O75373	ZN737_HUMAN	ZNF737 ZNF102	Zinc finger protein 737 (Zinc finger protein 102)	100129842;	Homo sapiens (Human)
B4DX44	ZN736_HUMAN	ZNF736	Zinc finger protein 736	728927;	Homo sapiens (Human)
P0CB33	ZN735_HUMAN	ZNF735 ZNF735P	Putative zinc finger protein 735 (Zinc finger protein 735 pseudogene)	730291;	Homo sapiens (Human)
B4DXR9	ZN732_HUMAN	ZNF732	Zinc finger protein 732	654254;	Homo sapiens (Human)
Q6ZMV8	ZN730_HUMAN	ZNF730	Putative zinc finger protein 730	100129543;	Homo sapiens (Human)
A6NN14	ZN729_HUMAN	ZNF729	Zinc finger protein 729	100287226;	Homo sapiens (Human)
P0DKX0	ZN728_HUMAN	ZNF728	Zinc finger protein 728	388523;	Homo sapiens (Human)
A8MUV8	ZN727_HUMAN	ZNF727 ZNF727P	Putative zinc finger protein 727 (Zinc finger protein 727 pseudogene)	442319;	Homo sapiens (Human)
A6NNF4	ZN726_HUMAN	ZNF726	Zinc finger protein 726	730087;	Homo sapiens (Human)
A8MTY0	ZN724_HUMAN	ZNF724 ZNF724P	Zinc finger protein 724		Homo sapiens (Human)
P0DPD5	ZN723_HUMAN	ZNF723	Zinc finger protein 723		Homo sapiens (Human)
A0A1W2PQL4	ZN722_HUMAN	ZNF722 ZNF722P	Zinc finger protein 722		Homo sapiens (Human)
Q8TF20	ZN721_HUMAN	ZNF721 KIAA1982	Zinc finger protein 721	170960;	Homo sapiens (Human)
Q3SXZ3	ZN718_HUMAN	ZNF718	Zinc finger protein 718	255403;	Homo sapiens (Human)
Q9BY31	ZN717_HUMAN	ZNF717	Zinc finger protein 717 (Krueppel-like factor X17)	100131827;	Homo sapiens (Human)
A6NP11	ZN716_HUMAN	ZNF716	Zinc finger protein 716	441234;	Homo sapiens (Human)
Q96N38	ZN714_HUMAN	ZNF714	Zinc finger protein 714	148206;	Homo sapiens (Human)
Q8N859	ZN713_HUMAN	ZNF713	Zinc finger protein 713	349075;	Homo sapiens (Human)
Q9Y462	ZN711_HUMAN	ZNF711 CMPX1 ZNF6	Zinc finger protein 711 (Zinc finger protein 6)	7552;	Homo sapiens (Human)
Q8N1W2	ZN710_HUMAN	ZNF710	Zinc finger protein 710	374655;	Homo sapiens (Human)
Q8N972	ZN709_HUMAN	ZNF709	Zinc finger protein 709	163051;	Homo sapiens (Human)
P17019	ZN708_HUMAN	ZNF708 KOX8 ZNF15 ZNF15L1	Zinc finger protein 708 (Zinc finger protein 15) (Zinc finger protein 15-like 1) (Zinc finger protein KOX8)	7562;	Homo sapiens (Human)
Q96C28	ZN707_HUMAN	ZNF707	Zinc finger protein 707	286075;	Homo sapiens (Human)
Q9Y5V0	ZN706_HUMAN	ZNF706 HSPC038 PNAS-113	Zinc finger protein 706	51123;	Homo sapiens (Human)
Q6ZNC4	ZN704_HUMAN	ZNF704	Zinc finger protein 704	619279;	Homo sapiens (Human)
Q9H7S9	ZN703_HUMAN	ZNF703 ZEPPO1 ZPO1	Zinc finger protein 703 (Zinc finger elbow-related proline domain protein 1)	80139;	Homo sapiens (Human)
Q9H963	ZN702_HUMAN	ZNF702P ZNF702	Putative zinc finger protein 702		Homo sapiens (Human)
Q9NV72	ZN701_HUMAN	ZNF701	Zinc finger protein 701	55762;	Homo sapiens (Human)
Q9H0M5	ZN700_HUMAN	ZNF700	Zinc finger protein 700	90592;	Homo sapiens (Human)
Q32M78	ZN699_HUMAN	ZNF699	Zinc finger protein 699 (Hangover homolog)	374879;	Homo sapiens (Human)
Q5TEC3	ZN697_HUMAN	ZNF697	Zinc finger protein 697	90874;	Homo sapiens (Human)
Q9H7X3	ZN696_HUMAN	ZNF696	Zinc finger protein 696	79943;	Homo sapiens (Human)
Q8IW36	ZN695_HUMAN	ZNF695	Zinc finger protein 695 (Zinc finger protein SBZF3)	57116;	Homo sapiens (Human)
Q9BU19	ZN692_HUMAN	ZNF692 AREBP ZFP692	Zinc finger protein 692 (AICAR responsive element binding protein)	55657;	Homo sapiens (Human)
Q5VV52	ZN691_HUMAN	ZNF691	Zinc finger protein 691	51058;	Homo sapiens (Human)
Q96CS4	ZN689_HUMAN	ZNF689	Zinc finger protein 689	115509;	Homo sapiens (Human)
P0C7X2	ZN688_HUMAN	ZNF688	Zinc finger protein 688	146542;	Homo sapiens (Human)
Q8N1G0	ZN687_HUMAN	ZNF687 KIAA1441	Zinc finger protein 687	57592;	Homo sapiens (Human)
Q5T5D7	ZN684_HUMAN	ZNF684	Zinc finger protein 684	127396;	Homo sapiens (Human)
Q8IZ20	ZN683_HUMAN	ZNF683	Tissue-resident T-cell transcription regulator protein ZNF683 (Homolog of Blimp-1 in T-cell) (Hobit) (Zinc finger protein 683)	257101;	Homo sapiens (Human)
O95780	ZN682_HUMAN	ZNF682	Zinc finger protein 682	91120;	Homo sapiens (Human)
Q96N22	ZN681_HUMAN	ZNF681	Zinc finger protein 681	148213;	Homo sapiens (Human)
Q8NEM1	ZN680_HUMAN	ZNF680	Zinc finger protein 680	340252;	Homo sapiens (Human)
Q8IYX0	ZN679_HUMAN	ZNF679	Zinc finger protein 679	168417;	Homo sapiens (Human)
Q5SXM1	ZN678_HUMAN	ZNF678	Zinc finger protein 678		Homo sapiens (Human)
Q86XU0	ZN677_HUMAN	ZNF677	Zinc finger protein 677	342926;	Homo sapiens (Human)
Q8N7Q3	ZN676_HUMAN	ZNF676	Zinc finger protein 676	163223;	Homo sapiens (Human)
Q8TD23	ZN675_HUMAN	ZNF675 TIZ	Zinc finger protein 675 (TRAF6-binding zinc finger protein) (TRAF6-inhibitory zinc finger protein)	171392;	Homo sapiens (Human)
Q2M3X9	ZN674_HUMAN	ZNF674	Zinc finger protein 674	641339;	Homo sapiens (Human)
Q499Z4	ZN672_HUMAN	ZNF672	Zinc finger protein 672	79894;	Homo sapiens (Human)
Q8TAW3	ZN671_HUMAN	ZNF671	Zinc finger protein 671	79891;	Homo sapiens (Human)
Q9BS34	ZN670_HUMAN	ZNF670	Zinc finger protein 670	93474;	Homo sapiens (Human)
Q96BR6	ZN669_HUMAN	ZNF669	Zinc finger protein 669	79862;	Homo sapiens (Human)
Q96K58	ZN668_HUMAN	ZNF668	Zinc finger protein 668	79759;	Homo sapiens (Human)
Q5HYK9	ZN667_HUMAN	ZNF667	Zinc finger protein 667	63934;	Homo sapiens (Human)
Q9H7R5	ZN665_HUMAN	ZNF665 ZFP160L	Zinc finger protein 665 (Zinc finger protein 160-like)	79788;	Homo sapiens (Human)
Q8N3J9	ZN664_HUMAN	ZNF664 ZFOC1 ZNF176	Zinc finger protein 664 (Zinc finger protein 176) (Zinc finger protein from organ of Corti)	144348;	Homo sapiens (Human)
Q6ZS27	ZN662_HUMAN	ZNF662	Zinc finger protein 662	389114;	Homo sapiens (Human)
Q6AZW8	ZN660_HUMAN	ZNF660	Zinc finger protein 660	285349;	Homo sapiens (Human)
Q5TYW1	ZN658_HUMAN	ZNF658	Zinc finger protein 658	26149;	Homo sapiens (Human)
Q8N720	ZN655_HUMAN	ZNF655 VIK	Zinc finger protein 655 (Vav-interacting Krueppel-like protein)	79027;	Homo sapiens (Human)
Q8IZM8	ZN654_HUMAN	ZNF654	Zinc finger protein 654 (Melanoma-associated antigen)		Homo sapiens (Human)
Q96CK0	ZN653_HUMAN	ZNF653 ZIP67	Zinc finger protein 653 (67 kDa zinc finger protein) (Zinc finger protein Zip67)	115950;	Homo sapiens (Human)
Q9Y2D9	ZN652_HUMAN	ZNF652 KIAA0924	Zinc finger protein 652	22834;	Homo sapiens (Human)
Q9BS31	ZN649_HUMAN	ZNF649	Zinc finger protein 649	65251;	Homo sapiens (Human)
Q5T619	ZN648_HUMAN	ZNF648	Zinc finger protein 648	127665;	Homo sapiens (Human)
O15015	ZN646_HUMAN	ZNF646 KIAA0296	Zinc finger protein 646	9726;	Homo sapiens (Human)
Q9H582	ZN644_HUMAN	ZNF644 KIAA1221 ZEP2	Zinc finger protein 644 (Zinc finger motif enhancer-binding protein 2) (Zep-2)	84146;	Homo sapiens (Human)
Q96N77	ZN641_HUMAN	ZNF641	Zinc finger protein 641	121274;	Homo sapiens (Human)
Q9UID6	ZN639_HUMAN	ZNF639 ZASC1	Zinc finger protein 639 (Zinc finger protein ANC_2H01) (Zinc finger protein ZASC1)	51193;	Homo sapiens (Human)
Q14966	ZN638_HUMAN	ZNF638 NP220 ZFML	Zinc finger protein 638 (Cutaneous T-cell lymphoma-associated antigen se33-1) (CTCL-associated antigen se33-1) (Nuclear protein 220) (Zinc finger matrin-like protein)	27332;	Homo sapiens (Human)
Q2M218	ZN630_HUMAN	ZNF630	Zinc finger protein 630	57232;	Homo sapiens (Human)
Q9UEG4	ZN629_HUMAN	ZNF629 KIAA0326 ZNF65	Zinc finger protein 629 (Zinc finger protein 65)	23361;	Homo sapiens (Human)
Q5EBL2	ZN628_HUMAN	ZNF628	Zinc finger protein 628	89887;	Homo sapiens (Human)
Q7L945	ZN627_HUMAN	ZNF627	Zinc finger protein 627	199692;	Homo sapiens (Human)
Q68DY1	ZN626_HUMAN	ZNF626	Zinc finger protein 626	199777;	Homo sapiens (Human)
Q96I27	ZN625_HUMAN	ZNF625	Zinc finger protein 625	90589;	Homo sapiens (Human)
Q9P2J8	ZN624_HUMAN	ZNF624 KIAA1349	Zinc finger protein 624	57547;	Homo sapiens (Human)
O75123	ZN623_HUMAN	ZNF623 KIAA0628	Zinc finger protein 623	9831;	Homo sapiens (Human)
Q969S3	ZN622_HUMAN	ZNF622 ZPR9	Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622) (Zinc finger-like protein 9)	90441;	Homo sapiens (Human)
Q6ZSS3	ZN621_HUMAN	ZNF621	Zinc finger protein 621	285268;	Homo sapiens (Human)
Q6ZNG0	ZN620_HUMAN	ZNF620	Zinc finger protein 620	253639;	Homo sapiens (Human)
Q8N2I2	ZN619_HUMAN	ZNF619	Zinc finger protein 619	285267;	Homo sapiens (Human)
Q5T7W0	ZN618_HUMAN	ZNF618 KIAA1952	Zinc finger protein 618	114991;	Homo sapiens (Human)
Q08AN1	ZN616_HUMAN	ZNF616	Zinc finger protein 616	90317;	Homo sapiens (Human)
Q8N8J6	ZN615_HUMAN	ZNF615	Zinc finger protein 615	284370;	Homo sapiens (Human)
Q8N883	ZN614_HUMAN	ZNF614	Zinc finger protein 614	80110;	Homo sapiens (Human)
Q6PF04	ZN613_HUMAN	ZNF613	Zinc finger protein 613	79898;	Homo sapiens (Human)
Q8N823	ZN611_HUMAN	ZNF611	Zinc finger protein 611	81856;	Homo sapiens (Human)
Q8N9Z0	ZN610_HUMAN	ZNF610	Zinc finger protein 610	162963;	Homo sapiens (Human)
O15014	ZN609_HUMAN	ZNF609 KIAA0295	Zinc finger protein 609	23060;	Homo sapiens (Human)
Q9ULD9	ZN608_HUMAN	ZNF608 KIAA1281	Zinc finger protein 608 (Renal carcinoma antigen NY-REN-36)	57507;	Homo sapiens (Human)
Q96SK3	ZN607_HUMAN	ZNF607	Zinc finger protein 607	84775;	Homo sapiens (Human)
Q8WXB4	ZN606_HUMAN	ZNF606 KIAA1852 ZNF328	Zinc finger protein 606 (Zinc finger protein 328)	80095;	Homo sapiens (Human)
Q86T29	ZN605_HUMAN	ZNF605	Zinc finger protein 605	100289635;	Homo sapiens (Human)
Q6ZNG1	ZN600_HUMAN	ZNF600	Zinc finger protein 600	162966;	Homo sapiens (Human)
Q96NL3	ZN599_HUMAN	ZNF599	Zinc finger protein 599	148103;	Homo sapiens (Human)
Q86UK7	ZN598_HUMAN	ZNF598	E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598)	90850;	Homo sapiens (Human)
Q96LX8	ZN597_HUMAN	ZNF597	Zinc finger protein 597	146434;	Homo sapiens (Human)
Q8TC21	ZN596_HUMAN	ZNF596	Zinc finger protein 596	169270;	Homo sapiens (Human)
Q8IYB9	ZN595_HUMAN	ZNF595	Zinc finger protein 595	152687;	Homo sapiens (Human)
Q96JF6	ZN594_HUMAN	ZNF594 KIAA1871	Zinc finger protein 594 (Zinc finger protein HZF18)	84622;	Homo sapiens (Human)
O00488	ZN593_HUMAN	ZNF593 ZT86	Zinc finger protein 593 (Zinc finger protein T86)	51042;	Homo sapiens (Human)
Q92610	ZN592_HUMAN	ZNF592 KIAA0211	Zinc finger protein 592	9640;	Homo sapiens (Human)
Q86UQ0	ZN589_HUMAN	ZNF589 SZF1	Zinc finger protein 589 (Stem cell zinc finger protein 1)	51385;	Homo sapiens (Human)
Q96SQ5	ZN587_HUMAN	ZNF587	Zinc finger protein 587	84914;	Homo sapiens (Human)
Q9NXT0	ZN586_HUMAN	ZNF586	Zinc finger protein 586	54807;	Homo sapiens (Human)
Q8IVC4	ZN584_HUMAN	ZNF584	Zinc finger protein 584	201514;	Homo sapiens (Human)
Q96ND8	ZN583_HUMAN	ZNF583	Zinc finger protein 583 (Zinc finger protein L3-5)	147949;	Homo sapiens (Human)
Q96NG8	ZN582_HUMAN	ZNF582	Zinc finger protein 582	147948;	Homo sapiens (Human)
Q9P0T4	ZN581_HUMAN	ZNF581 HSPC189	Zinc finger protein 581	51545;	Homo sapiens (Human)
Q9UK33	ZN580_HUMAN	ZNF580	Zinc finger protein 580 (LDL-induced EC protein)	51157;	Homo sapiens (Human)
Q8NAF0	ZN579_HUMAN	ZNF579	Zinc finger protein 579	163033;	Homo sapiens (Human)
Q96N58	ZN578_HUMAN	ZNF578	Zinc finger protein 578	147660;	Homo sapiens (Human)
Q9BSK1	ZN577_HUMAN	ZNF577	Zinc finger protein 577	84765;	Homo sapiens (Human)
Q9H609	ZN576_HUMAN	ZNF576	Zinc finger protein 576	79177;	Homo sapiens (Human)
Q86XF7	ZN575_HUMAN	ZNF575	Zinc finger protein 575	284346;	Homo sapiens (Human)
Q6ZN55	ZN574_HUMAN	ZNF574	Zinc finger protein 574	64763;	Homo sapiens (Human)
Q86YE8	ZN573_HUMAN	ZNF573	Zinc finger protein 573	126231;	Homo sapiens (Human)
Q7Z3I7	ZN572_HUMAN	ZNF572	Zinc finger protein 572	137209;	Homo sapiens (Human)
Q7Z3V5	ZN571_HUMAN	ZNF571 HSPC059	Zinc finger protein 571	51276;	Homo sapiens (Human)
Q96NI8	ZN570_HUMAN	ZNF570	Zinc finger protein 570	148268;	Homo sapiens (Human)
Q5MCW4	ZN569_HUMAN	ZNF569	Zinc finger protein 569	148266;	Homo sapiens (Human)
Q3ZCX4	ZN568_HUMAN	ZNF568	Zinc finger protein 568	374900;	Homo sapiens (Human)
Q8N184	ZN567_HUMAN	ZNF567	Zinc finger protein 567	163081;	Homo sapiens (Human)
Q969W8	ZN566_HUMAN	ZNF566	Zinc finger protein 566	84924;	Homo sapiens (Human)
Q8N9K5	ZN565_HUMAN	ZNF565	Zinc finger protein 565	147929;	Homo sapiens (Human)
Q8TBZ8	ZN564_HUMAN	ZNF564	Zinc finger protein 564	163050;	Homo sapiens (Human)
Q8TA94	ZN563_HUMAN	ZNF563	Zinc finger protein 563	147837;	Homo sapiens (Human)
Q6V9R5	ZN562_HUMAN	ZNF562	Zinc finger protein 562	54811;	Homo sapiens (Human)
Q8N587	ZN561_HUMAN	ZNF561	Zinc finger protein 561	93134;	Homo sapiens (Human)
Q96MR9	ZN560_HUMAN	ZNF560	Zinc finger protein 560	147741;	Homo sapiens (Human)
Q9BR84	ZN559_HUMAN	ZNF559	Zinc finger protein 559	84527;	Homo sapiens (Human)
Q96NG5	ZN558_HUMAN	ZNF558	Zinc finger protein 558	148156;	Homo sapiens (Human)
Q8N988	ZN557_HUMAN	ZNF557	Zinc finger protein 557	79230;	Homo sapiens (Human)
Q9HAH1	ZN556_HUMAN	ZNF556	Zinc finger protein 556	80032;	Homo sapiens (Human)
Q8NEP9	ZN555_HUMAN	ZNF555	Zinc finger protein 555	148254;	Homo sapiens (Human)
Q86TJ5	ZN554_HUMAN	ZNF554	Zinc finger protein 554	115196;	Homo sapiens (Human)
Q9H707	ZN552_HUMAN	ZNF552	Zinc finger protein 552	79818;	Homo sapiens (Human)
Q7Z340	ZN551_HUMAN	ZNF551 KOX23	Zinc finger protein 551 (Zinc finger protein KOX23)	90233;	Homo sapiens (Human)
Q7Z398	ZN550_HUMAN	ZNF550	Zinc finger protein 550	162972;	Homo sapiens (Human)
Q6P9A3	ZN549_HUMAN	ZNF549	Zinc finger protein 549	256051;	Homo sapiens (Human)
Q8NEK5	ZN548_HUMAN	ZNF548	Zinc finger protein 548	147694;	Homo sapiens (Human)
Q8IVP9	ZN547_HUMAN	ZNF547	Zinc finger protein 547	284306;	Homo sapiens (Human)
Q86UE3	ZN546_HUMAN	ZNF546 ZNF49	Zinc finger protein 546 (Zinc finger protein 49)	339327;	Homo sapiens (Human)
Q6NX49	ZN544_HUMAN	ZNF544	Zinc finger protein 544	27300;	Homo sapiens (Human)
Q08ER8	ZN543_HUMAN	ZNF543	Zinc finger protein 543	125919;	Homo sapiens (Human)
Q5EBM4	ZN542_HUMAN	ZNF542P ZNF542	Putative zinc finger protein 542 (Zinc finger protein 542 pseudogene)		Homo sapiens (Human)
Q9H0D2	ZN541_HUMAN	ZNF541	Zinc finger protein 541	84215;	Homo sapiens (Human)
Q8NDQ6	ZN540_HUMAN	ZNF540 Nbla10512	Zinc finger protein 540	163255;	Homo sapiens (Human)
O15090	ZN536_HUMAN	ZNF536 KIAA0390	Zinc finger protein 536	9745;	Homo sapiens (Human)
Q76KX8	ZN534_HUMAN	ZNF534 KRBO3	Zinc finger protein 534 (KRAB domain only protein 3)	147658;	Homo sapiens (Human)
Q9HCE3	ZN532_HUMAN	ZNF532 KIAA1629	Zinc finger protein 532	55205;	Homo sapiens (Human)
Q6P9A1	ZN530_HUMAN	ZNF530 KIAA1508	Zinc finger protein 530	348327;	Homo sapiens (Human)
Q6P280	ZN529_HUMAN	ZNF529 KIAA1615	Zinc finger protein 529	57711;	Homo sapiens (Human)
Q3MIS6	ZN528_HUMAN	ZNF528 KIAA1827	Zinc finger protein 528	84436;	Homo sapiens (Human)
Q8NB42	ZN527_HUMAN	ZNF527 KIAA1829	Zinc finger protein 527	84503;	Homo sapiens (Human)
Q8TF50	ZN526_HUMAN	ZNF526 KIAA1951	Zinc finger protein 526	116115;	Homo sapiens (Human)
Q8N782	ZN525_HUMAN	ZNF525 KIAA1979	Zinc finger protein 525	170958;	Homo sapiens (Human)
Q96C55	ZN524_HUMAN	ZNF524	Zinc finger protein 524	147807;	Homo sapiens (Human)
Q96K83	ZN521_HUMAN	ZNF521 EHZF LIP3	Zinc finger protein 521 (Early hematopoietic zinc finger protein) (LYST-interacting protein 3)	25925;	Homo sapiens (Human)
Q8TB69	ZN519_HUMAN	ZNF519	Zinc finger protein 519	162655;	Homo sapiens (Human)
Q6ZMY9	ZN517_HUMAN	ZNF517	Zinc finger protein 517	340385;	Homo sapiens (Human)
Q92618	ZN516_HUMAN	ZNF516 KIAA0222	Zinc finger protein 516	9658;	Homo sapiens (Human)
Q96K75	ZN514_HUMAN	ZNF514	Zinc finger protein 514	84874;	Homo sapiens (Human)
Q8N8E2	ZN513_HUMAN	ZNF513	Zinc finger protein 513	130557;	Homo sapiens (Human)
Q96ME7	ZN512_HUMAN	ZNF512 KIAA1805	Zinc finger protein 512	84450;	Homo sapiens (Human)
Q8NB15	ZN511_HUMAN	ZNF511	Zinc finger protein 511	118472;	Homo sapiens (Human)
Q9Y2H8	ZN510_HUMAN	ZNF510 KIAA0972	Zinc finger protein 510	22869;	Homo sapiens (Human)
Q8TCN5	ZN507_HUMAN	ZNF507 KIAA1084	Zinc finger protein 507	22847;	Homo sapiens (Human)
Q5JVG8	ZN506_HUMAN	ZNF506	Zinc finger protein 506	440515;	Homo sapiens (Human)
Q96F45	ZN503_HUMAN	ZNF503 NOLZ1	Zinc finger protein 503	84858;	Homo sapiens (Human)
Q8TBZ5	ZN502_HUMAN	ZNF502	Zinc finger protein 502	91392;	Homo sapiens (Human)
Q96CX3	ZN501_HUMAN	ZNF501 ZNF52	Zinc finger protein 501 (Zinc finger protein 52)	115560;	Homo sapiens (Human)
O60304	ZN500_HUMAN	ZNF500 KIAA0557 ZKSCAN18	Zinc finger protein 500 (Zinc finger protein with KRAB and SCAN domains 18)	26048;	Homo sapiens (Human)
Q6ZNH5	ZN497_HUMAN	ZNF497	Zinc finger protein 497	162968;	Homo sapiens (Human)
Q96IT1	ZN496_HUMAN	ZNF496 ZKSCAN17	Zinc finger protein 496 (Zinc finger protein with KRAB and SCAN domains 17)	84838;	Homo sapiens (Human)
Q6ZR52	ZN493_HUMAN	ZNF493	Zinc finger protein 493	284443;	Homo sapiens (Human)
Q9P255	ZN492_HUMAN	ZNF492 KIAA1473 ZNF115	Zinc finger protein 492 (Zinc finger protein 115)	57615;	Homo sapiens (Human)
Q8N8L2	ZN491_HUMAN	ZNF491	Zinc finger protein 491	126069;	Homo sapiens (Human)
Q9ULM2	ZN490_HUMAN	ZNF490 KIAA1198	Zinc finger protein 490	57474;	Homo sapiens (Human)
Q96MN9	ZN488_HUMAN	ZNF488	Zinc finger protein 488	118738;	Homo sapiens (Human)
B1APH4	ZN487_HUMAN	ZNF487 KRBO1 ZNF487P	Putative zinc finger protein 487 (KRAB domain only protein 1)		Homo sapiens (Human)
Q96H40	ZN486_HUMAN	ZNF486 KRBO2	Zinc finger protein 486 (KRAB domain only protein 2)	90649;	Homo sapiens (Human)
Q8NCK3	ZN485_HUMAN	ZNF485	Zinc finger protein 485	220992;	Homo sapiens (Human)
Q5JVG2	ZN484_HUMAN	ZNF484	Zinc finger protein 484	83744;	Homo sapiens (Human)
Q8TF39	ZN483_HUMAN	ZNF483 KIAA1962 ZKSCAN16	Zinc finger protein 483 (Zinc finger protein with KRAB and SCAN domains 16)	158399;	Homo sapiens (Human)
Q8WV37	ZN480_HUMAN	ZNF480	Zinc finger protein 480	147657;	Homo sapiens (Human)
Q96JC4	ZN479_HUMAN	ZNF479	Zinc finger protein 479 (Zinc finger protein Kr19) (HKr19)	90827;	Homo sapiens (Human)
Q6S9Z5	ZN474_HUMAN	ZNF474	Zinc finger protein 474 (Testis-specific zinc finger protein) (TSZFP)	133923;	Homo sapiens (Human)
Q8WTR7	ZN473_HUMAN	ZNF473 KIAA1141 ZFP100	Zinc finger protein 473 (Zinc finger protein 100 homolog) (Zfp-100)	25888;	Homo sapiens (Human)
Q9BX82	ZN471_HUMAN	ZNF471 ERP1 KIAA1396	Zinc finger protein 471 (EZFIT-related protein 1)	57573;	Homo sapiens (Human)
Q6ECI4	ZN470_HUMAN	ZNF470 CZF1	Zinc finger protein 470 (Chondrogenesis zinc finger protein 1) (CZF-1)	388566;	Homo sapiens (Human)
Q96JG9	ZN469_HUMAN	ZNF469 KIAA1858	Zinc finger protein 469		Homo sapiens (Human)
Q5VIY5	ZN468_HUMAN	ZNF468	Zinc finger protein 468	90333;	Homo sapiens (Human)
Q7Z7K2	ZN467_HUMAN	ZNF467	Zinc finger protein 467	168544;	Homo sapiens (Human)
Q96JM2	ZN462_HUMAN	ZNF462 KIAA1803	Zinc finger protein 462 (Zinc finger PBX1-interacting protein) (ZFPIP)	58499;	Homo sapiens (Human)
